# Profil 10 FFF DSP 90cm Prof 10cm
# Dist [mm]	Raw Value
-80.00		176.71E-03
-78.00		187.81E-03
-76.00		199.81E-03
-74.00		212.86E-03
-72.00		229.06E-03
-70.00		245.11E-03
-68.00		266.26E-03
-66.00		289.81E-03
-64.00		319.22E-03
-62.00		366.02E-03
-60.00		416.27E-03
-58.75		469.97E-03
-57.50		536.58E-03
-56.25		633.48E-03
-55.00		780.34E-03
-53.75		1.0201E+00
-52.50		1.4003E+00
-51.25		1.9246E+00
-50.00		2.5426E+00
-48.75		3.1652E+00
-47.50		3.6977E+00
-46.25		4.0877E+00
-45.00		4.3292E+00
-43.75		4.5092E+00
-42.50		4.6352E+00
-41.25		4.7117E+00
-40.00		4.7807E+00
-36.00		4.9952E+00
-32.00		5.1633E+00
-28.00		5.2953E+00
-24.00		5.4183E+00
-20.00		5.5563E+00
-16.00		5.6463E+00
-12.00		5.7468E+00
-8.00		5.8068E+00
-4.00		5.8398E+00
0.00		5.8683E+00
4.00		5.8728E+00
8.00		5.8263E+00
12.00		5.7573E+00
16.00		5.6913E+00
20.00		5.5788E+00
24.00		5.4723E+00
28.00		5.3298E+00
32.00		5.2008E+00
36.00		5.0282E+00
40.00		4.8332E+00
41.25		4.7627E+00
42.50		4.6787E+00
43.75		4.5527E+00
45.00		4.3787E+00
46.25		4.1312E+00
47.50		3.7562E+00
48.75		3.2567E+00
50.00		2.6221E+00
51.25		1.9981E+00
52.50		1.4617E+00
53.75		1.0526E+00
55.00		798.19E-03
56.25		646.38E-03
57.50		544.68E-03
58.75		475.52E-03
60.00		423.92E-03
62.00		366.32E-03
64.00		323.87E-03
66.00		294.16E-03
68.00		268.51E-03
70.00		248.11E-03
72.00		231.16E-03
74.00		215.26E-03
76.00		201.61E-03
78.00		189.31E-03
80.00		178.36E-03
