# Profil 06 FFF DSP 90cm Prof 10cm
# Dist [mm]	Raw Value
-80.00		176.11E-03
-78.00		186.31E-03
-76.00		197.41E-03
-74.00		211.06E-03
-72.00		225.16E-03
-70.00		240.61E-03
-68.00		258.01E-03
-66.00		277.36E-03
-64.00		297.91E-03
-62.00		323.72E-03
-60.00		355.52E-03
-58.75		384.32E-03
-57.50		424.22E-03
-56.25		486.02E-03
-55.00		595.98E-03
-53.75		788.89E-03
-52.50		1.0793E+00
-51.25		1.4656E+00
-50.00		1.9171E+00
-48.75		2.3626E+00
-47.50		2.7646E+00
-46.25		3.0422E+00
-45.00		3.1937E+00
-43.75		3.2642E+00
-42.50		3.3242E+00
-41.25		3.3647E+00
-40.00		3.4097E+00
-36.00		3.4982E+00
-32.00		3.5717E+00
-28.00		3.6422E+00
-24.00		3.6902E+00
-20.00		3.7337E+00
-16.00		3.7757E+00
-12.00		3.8117E+00
-8.00		3.8372E+00
-4.00		3.8432E+00
0.00		3.8537E+00
4.00		3.8597E+00
8.00		3.8477E+00
12.00		3.8222E+00
16.00		3.7937E+00
20.00		3.7547E+00
24.00		3.7172E+00
28.00		3.6752E+00
32.00		3.6017E+00
36.00		3.5282E+00
40.00		3.4457E+00
41.25		3.4052E+00
42.50		3.3602E+00
43.75		3.3017E+00
45.00		3.2057E+00
46.25		3.0542E+00
47.50		2.8066E+00
48.75		2.4721E+00
50.00		2.0431E+00
51.25		1.5886E+00
52.50		1.1576E+00
53.75		810.49E-03
55.00		596.88E-03
56.25		491.57E-03
57.50		431.72E-03
58.75		391.67E-03
60.00		361.52E-03
62.00		326.87E-03
64.00		300.61E-03
66.00		278.26E-03
68.00		257.86E-03
70.00		241.36E-03
72.00		225.76E-03
74.00		211.81E-03
76.00		198.76E-03
78.00		187.06E-03
80.00		176.26E-03
