# PDD 10 FFF DSP 90cm
# Prof [mm]	Raw Value
0.00		3.7847E+00
1.50		4.3037E+00
3.00		5.3628E+00
4.50		6.1773E+00
6.00		6.7923E+00
7.50		7.2544E+00
9.00		7.5724E+00
10.50		7.8469E+00
12.00		8.0164E+00
13.50		8.1544E+00
15.00		8.2984E+00
16.50		8.3734E+00
18.00		8.4004E+00
19.50		8.4529E+00
21.00		8.4499E+00
22.50		8.4349E+00
24.00		8.4319E+00
25.00		8.4169E+00
27.50		8.3449E+00
30.00		8.2789E+00
32.50		8.2174E+00
35.00		8.1169E+00
37.50		8.0224E+00
40.00		7.9579E+00
42.50		7.8424E+00
45.00		7.7359E+00
47.50		7.6564E+00
50.00		7.5514E+00
52.50		7.4944E+00
55.00		7.3744E+00
57.50		7.2994E+00
60.00		7.1884E+00
62.50		7.1404E+00
65.00		7.0083E+00
70.00		6.8508E+00
75.00		6.6708E+00
80.00		6.5088E+00
85.00		6.3333E+00
90.00		6.1818E+00
95.00		6.0108E+00
100.00		5.8683E+00
105.00		5.7048E+00
110.00		5.5638E+00
115.00		5.4273E+00
120.00		5.2773E+00
125.00		5.1303E+00
130.00		5.0147E+00
135.00		4.8827E+00
140.00		4.7522E+00
145.00		4.6262E+00
150.00		4.4927E+00
155.00		4.3742E+00
160.00		4.2587E+00
165.00		4.1582E+00
170.00		4.0472E+00
175.00		3.9482E+00
180.00		3.8357E+00
185.00		3.7442E+00
190.00		3.6557E+00
195.00		3.5612E+00
200.00		3.4562E+00
205.00		3.3827E+00
210.00		3.3002E+00
215.00		3.2057E+00
220.00		3.1187E+00
225.00		3.0392E+00
230.00		2.9731E+00
235.00		2.9026E+00
240.00		2.8171E+00
245.00		2.7466E+00
250.00		2.6746E+00
255.00		2.6161E+00
260.00		2.5486E+00
265.00		2.4871E+00
270.00		2.4196E+00
275.00		2.3596E+00
280.00		2.3041E+00
285.00		2.2561E+00
290.00		2.1946E+00
295.00		2.1346E+00
300.00		2.0911E+00
